train_loss,val_loss,dice_mean,dice_rv,dice_myo,dice_lv
0.8816126579708523,0.8010899310641818,0.20121246582973326,0.19877496917391768,0.2236446475631405,0.18121778075214157
0.7083207919862535,0.6863992528120677,0.31882078592553403,0.2425030358812924,0.4094075734956541,0.30455174839965554
0.6473859926064809,0.6481995627615187,0.4095042508952715,0.28906343805883983,0.5005011397217601,0.4389481749052144
0.5924964806106355,0.5498717182212406,0.5729383114781195,0.41885693909659727,0.6126763631324261,0.6872816322053351
0.5348506627480188,0.5321052138672935,0.5901700038399521,0.4831497258088295,0.6000966075583934,0.6872636781526336
0.5080975311994552,0.48615283326970204,0.7147447488298101,0.6019376964889808,0.721153200054314,0.8211433499461354
0.49514502303467856,0.4504164484143257,0.7369413823340363,0.6564642570858055,0.7438587381576116,0.8105011517586915
0.48598538044426176,0.4706805768609047,0.7211874786587417,0.5923367457634702,0.7307636779687793,0.8404620122439755
0.4769173468483819,0.44617983096175723,0.7845487055750168,0.7000792505960836,0.788108132379811,0.8654587337491559
0.47207679824696647,0.21248974699113105,0.69544530851601,0.5973287572881564,0.6884802500810474,0.8005269181788267
0.16210604739685852,0.19395521785649988,0.7120768717999996,0.5965292339184971,0.6983933568585152,0.8413080246229867
0.13893232501629327,0.14143370237201452,0.7492219649695082,0.6721632717104227,0.7509274826321787,0.8245751405659231
0.12332428334487809,0.1470751546902789,0.7808525408400776,0.6811050887233648,0.7909413074037711,0.8705112263930971
0.1108317780122161,0.12155032394246923,0.7933913135374991,0.730583901577328,0.79655126936552,0.8530387696696491
0.10692219216376543,0.12220441487928231,0.8037788462853627,0.7461721264013094,0.7849438834647482,0.8802205289900303
0.11035136222839355,0.12159863408654928,0.799667928220435,0.7402261734008789,0.7897235139268608,0.8690540973335651
0.10804959672813615,0.13387553975399996,0.799040444378309,0.7272946583201186,0.7862824412989499,0.8835442335158586
0.10347433410171006,0.1208033606948124,0.795386958050141,0.7244443145498414,0.810201660087965,0.8515148995126166
0.11587343072104785,0.1563637717275156,0.7561638661225141,0.7184642090424135,0.7709207583491395,0.7791066309759891
0.1072036969082223,0.11664367008540366,0.798122014812685,0.7362967058285779,0.7910824196341519,0.8669869189753252
0.10364662347982327,0.16724146131840018,0.759147213206499,0.7302038119569498,0.716964045436538,0.830273782226009
0.10530217049436437,0.12298980548563931,0.802369531757776,0.7350691884802655,0.8023466934711475,0.8696927133219151
0.1007405411079526,0.12469493408170011,0.8053758193689964,0.7299806792984036,0.8166187970802702,0.8695279817283154
0.1031679229107168,0.12932555836935838,0.8024107242468766,0.7048714885450139,0.816103175649502,0.886257508546114
0.10634131779273351,0.11023162799162997,0.8228465128178758,0.7604140005818564,0.8198828097487906,0.8882427281229803
0.10128999809424083,0.18183240147514476,0.6877860677932941,0.6533801213156705,0.6618329046489806,0.7481451774152313
0.1053525901089112,0.11090789267586337,0.8120771449872418,0.7299881985082346,0.8271170358719497,0.8791262005815411
0.10451465231883857,0.11339952987101343,0.8086471797557103,0.7364110175649918,0.8129510658543284,0.8765794558478106
0.0984204879651467,0.11181995345072614,0.8257981990195393,0.7514152098074556,0.8336456778025864,0.8923337094485759
0.0988552709751659,0.11284985077049997,0.8139877430343714,0.7498015293953431,0.8124265020940362,0.879735197613735
0.09568383307092719,0.11593662245406045,0.8260336524258275,0.749831989267841,0.8334061371449807,0.8948628308646607
0.09423598124956091,0.10847992765820688,0.8374610567784853,0.767646897603304,0.8403966313246454,0.9043396414075066
0.09636834924833643,0.11512115597724915,0.822596516193881,0.7453680785007812,0.8272287751188373,0.8951926949620247
0.0977665702212188,0.115270704469747,0.8237313543603987,0.7621281622312008,0.8256424047750205,0.8834234960749745
0.09383132536792092,0.10688678392933475,0.804756650068322,0.7221839554062703,0.8153507617360728,0.8767352330626226
0.09529492859625154,0.10608225301735931,0.8283844731975619,0.7678467249827027,0.8267371892636898,0.8905695053462935
